0 0568_00 6 0 0.0
1 0568_00 9 0 0.0
2 0568_00 11 0 0.0
3 0568_00 12 0 0.0
4 0568_00 18 0 0.0
0 0568_00 6 1 0.4402464
1 0568_00 9 1 0.6178795
2 0568_00 11 1 0.2621736
3 0568_00 12 1 0.6117484
4 0568_00 18 1 0.803712
0 0568_00 6 2 0.78939974
1 0568_00 9 2 0.49732465
2 0568_00 11 2 0.8983316
3 0568_00 12 2 0.7357337
4 0568_00 18 2 0.889755
0 0568_00 6 3 0.8111855
1 0568_00 9 3 0.83036196
2 0568_00 11 3 0.90727365
3 0568_00 12 3 0.71715295
4 0568_00 18 3 0.9079852
0 0568_00 6 4 0.82123184
1 0568_00 9 4 0.9078071
2 0568_00 11 4 0.92960167
3 0568_00 12 4 0.70160323
4 0568_00 18 4 0.9078675
0 0568_00 6 5 0.8240753
1 0568_00 9 5 0.91171914
2 0568_00 11 5 0.94728464
3 0568_00 12 5 0.76506835
4 0568_00 18 5 0.9020429
0 0568_00 6 6 0.8456145
1 0568_00 9 6 0.91119283
2 0568_00 11 6 0.9443564
3 0568_00 12 6 0.7730587
4 0568_00 18 6 0.903696
0 0568_00 6 7 0.87044644
1 0568_00 9 7 0.9105415
2 0568_00 11 7 0.943075
3 0568_00 12 7 0.7948269
4 0568_00 18 7 0.9115426
0 0568_00 6 8 0.8598302
1 0568_00 9 8 0.90446025
2 0568_00 11 8 0.9520464
3 0568_00 12 8 0.78344965
4 0568_00 18 8 0.911413
0 0568_00 6 9 0.8703584
1 0568_00 9 9 0.90680164
2 0568_00 11 9 0.9415215
3 0568_00 12 9 0.8113968
4 0568_00 18 9 0.91022176
0 0568_00 6 10 0.87905025
1 0568_00 9 10 0.91052216
2 0568_00 11 10 0.9406931
3 0568_00 12 10 0.8157094
4 0568_00 18 10 0.9162191
0 0568_00 6 11 0.8933261
1 0568_00 9 11 0.9128609
2 0568_00 11 11 0.9525839
3 0568_00 12 11 0.8143181
4 0568_00 18 11 0.9145946
0 0568_00 6 12 0.8944844
1 0568_00 9 12 0.9160487
2 0568_00 11 12 0.94780755
3 0568_00 12 12 0.81035143
4 0568_00 18 12 0.9107906
0 0568_00 6 13 0.8986396
1 0568_00 9 13 0.9191254
2 0568_00 11 13 0.9483245
3 0568_00 12 13 0.8085232
4 0568_00 18 13 0.91423947
0 0568_00 6 14 0.9025559
1 0568_00 9 14 0.90856236
2 0568_00 11 14 0.9364769
3 0568_00 12 14 0.80907696
4 0568_00 18 14 0.89283764
0 0568_00 6 15 0.91261214
1 0568_00 9 15 0.90726554
2 0568_00 11 15 0.94101024
3 0568_00 12 15 0.7955608
4 0568_00 18 15 0.90616477
0 0568_00 6 16 0.9129836
1 0568_00 9 16 0.918141
2 0568_00 11 16 0.94997346
3 0568_00 12 16 0.8061283
4 0568_00 18 16 0.91414684
0 0568_00 6 17 0.91283095
1 0568_00 9 17 0.9177182
2 0568_00 11 17 0.9495111
3 0568_00 12 17 0.8094783
4 0568_00 18 17 0.9169346
0 0568_00 6 18 0.91826534
1 0568_00 9 18 0.91297466
2 0568_00 11 18 0.9515379
3 0568_00 12 18 0.81878686
4 0568_00 18 18 0.9044792
0 0568_00 6 19 0.9198705
1 0568_00 9 19 0.91508436
2 0568_00 11 19 0.9544721
3 0568_00 12 19 0.8233475
4 0568_00 18 19 0.91859835
0 0568_00 6 20 0.92017317
1 0568_00 9 20 0.92589664
2 0568_00 11 20 0.95611846
3 0568_00 12 20 0.8310345
4 0568_00 18 20 0.91935486
5 0568_00 19 0 0.0
6 0568_00 20 0 0.0
7 0568_00 21 0 0.0
8 0568_00 26 0 0.0
9 0568_00 30 0 0.0
5 0568_00 19 1 0.7438692
6 0568_00 20 1 0.6499675
7 0568_00 21 1 0.4451495
8 0568_00 26 1 0.727981
9 0568_00 30 1 0.5315414
5 0568_00 19 2 0.6282014
6 0568_00 20 2 0.91066545
7 0568_00 21 2 0.76416564
8 0568_00 26 2 0.68304497
9 0568_00 30 2 0.43236497
5 0568_00 19 3 0.59372044
6 0568_00 20 3 0.96024466
7 0568_00 21 3 0.8323032
8 0568_00 26 3 0.8133811
9 0568_00 30 3 0.6348222
5 0568_00 19 4 0.81552565
6 0568_00 20 4 0.9524862
7 0568_00 21 4 0.8435249
8 0568_00 26 4 0.8321054
9 0568_00 30 4 0.8165213
5 0568_00 19 5 0.85109365
6 0568_00 20 5 0.96283835
7 0568_00 21 5 0.8609636
8 0568_00 26 5 0.83792114
9 0568_00 30 5 0.8711553
5 0568_00 19 6 0.8629164
6 0568_00 20 6 0.9637032
7 0568_00 21 6 0.86238897
8 0568_00 26 6 0.83232325
9 0568_00 30 6 0.89189595
5 0568_00 19 7 0.8597817
6 0568_00 20 7 0.9623035
7 0568_00 21 7 0.886746
8 0568_00 26 7 0.81512606
9 0568_00 30 7 0.7810807
5 0568_00 19 8 0.87192255
6 0568_00 20 8 0.9563963
7 0568_00 21 8 0.88242304
8 0568_00 26 8 0.72801954
9 0568_00 30 8 0.8978447
5 0568_00 19 9 0.8742934
6 0568_00 20 9 0.9623639
7 0568_00 21 9 0.893276
8 0568_00 26 9 0.83579785
9 0568_00 30 9 0.907544
5 0568_00 19 10 0.8747265
6 0568_00 20 10 0.9633776
7 0568_00 21 10 0.9076273
8 0568_00 26 10 0.84217477
9 0568_00 30 10 0.9319664
5 0568_00 19 11 0.87820685
6 0568_00 20 11 0.9620354
7 0568_00 21 11 0.90730447
8 0568_00 26 11 0.7082186
9 0568_00 30 11 0.9308469
5 0568_00 19 12 0.88375276
6 0568_00 20 12 0.9625379
7 0568_00 21 12 0.9104507
8 0568_00 26 12 0.8239453
9 0568_00 30 12 0.93812
5 0568_00 19 13 0.88433665
6 0568_00 20 13 0.96503276
7 0568_00 21 13 0.9185466
8 0568_00 26 13 0.870438
9 0568_00 30 13 0.9391659
5 0568_00 19 14 0.8825673
6 0568_00 20 14 0.96852416
7 0568_00 21 14 0.9237884
8 0568_00 26 14 0.8676139
9 0568_00 30 14 0.9454261
5 0568_00 19 15 0.88643974
6 0568_00 20 15 0.9637206
7 0568_00 21 15 0.92216885
8 0568_00 26 15 0.8577348
9 0568_00 30 15 0.9446517
5 0568_00 19 16 0.881113
6 0568_00 20 16 0.966763
7 0568_00 21 16 0.9300869
8 0568_00 26 16 0.87153655
9 0568_00 30 16 0.9458405
5 0568_00 19 17 0.8839856
6 0568_00 20 17 0.96492356
7 0568_00 21 17 0.93269426
8 0568_00 26 17 0.87362385
9 0568_00 30 17 0.9472113
5 0568_00 19 18 0.8755233
6 0568_00 20 18 0.9671762
7 0568_00 21 18 0.9347561
8 0568_00 26 18 0.87791497
9 0568_00 30 18 0.94692343
5 0568_00 19 19 0.87468463
6 0568_00 20 19 0.9661345
7 0568_00 21 19 0.93244624
8 0568_00 26 19 0.87677723
9 0568_00 30 19 0.94687355
5 0568_00 19 20 0.8666298
6 0568_00 20 20 0.9668063
7 0568_00 21 20 0.93741107
