0 0568_00 1 0 0.0
1 0568_00 2 0 0.0
2 0568_00 3 0 0.0
3 0568_00 4 0 0.0
4 0568_00 5 0 0.0
0 0568_00 1 1 0.77910775
1 0568_00 2 1 0.8845224
2 0568_00 3 1 0.86692756
3 0568_00 4 1 0.88681185
4 0568_00 5 1 0.82607186
0 0568_00 1 2 0.83014274
1 0568_00 2 2 0.81942976
2 0568_00 3 2 0.8207226
3 0568_00 4 2 0.89712286
4 0568_00 5 2 0.88970745
0 0568_00 1 3 0.8058357
1 0568_00 2 3 0.9147287
2 0568_00 3 3 0.8412275
3 0568_00 4 3 0.91117924
4 0568_00 5 3 0.9161596
0 0568_00 1 4 0.8107633
1 0568_00 2 4 0.9696202
2 0568_00 3 4 0.8547341
3 0568_00 4 4 0.9159982
4 0568_00 5 4 0.9173526
0 0568_00 1 5 0.8019257
1 0568_00 2 5 0.96446383
2 0568_00 3 5 0.85714287
3 0568_00 4 5 0.91400504
4 0568_00 5 5 0.9273673
0 0568_00 1 6 0.80891055
1 0568_00 2 6 0.981599
2 0568_00 3 6 0.84083706
3 0568_00 4 6 0.9160564
4 0568_00 5 6 0.93051153
0 0568_00 1 7 0.81755596
1 0568_00 2 7 0.97975963
2 0568_00 3 7 0.85849655
3 0568_00 4 7 0.9187617
4 0568_00 5 7 0.9291985
0 0568_00 1 8 0.8156903
1 0568_00 2 8 0.98467433
2 0568_00 3 8 0.8628068
3 0568_00 4 8 0.9224032
4 0568_00 5 8 0.93029064
0 0568_00 1 9 0.84926844
1 0568_00 2 9 0.9877892
2 0568_00 3 9 0.8525111
3 0568_00 4 9 0.91981745
4 0568_00 5 9 0.9281812
0 0568_00 1 10 0.8488691
1 0568_00 2 10 0.98975015
2 0568_00 3 10 0.85958254
3 0568_00 4 10 0.9208107
4 0568_00 5 10 0.9309045
0 0568_00 1 11 0.849827
1 0568_00 2 11 0.9910314
2 0568_00 3 11 0.8526931
3 0568_00 4 11 0.92180663
4 0568_00 5 11 0.9337048
0 0568_00 1 12 0.8658158
1 0568_00 2 12 0.99421597
2 0568_00 3 12 0.85047925
3 0568_00 4 12 0.9195946
4 0568_00 5 12 0.9335756
0 0568_00 1 13 0.8673898
1 0568_00 2 13 0.99421597
2 0568_00 3 13 0.8617628
3 0568_00 4 13 0.9201297
4 0568_00 5 13 0.93014246
0 0568_00 1 14 0.8683483
1 0568_00 2 14 0.99421597
2 0568_00 3 14 0.8576973
3 0568_00 4 14 0.9214553
4 0568_00 5 14 0.9331435
0 0568_00 1 15 0.86281335
1 0568_00 2 15 0.99421597
2 0568_00 3 15 0.854
3 0568_00 4 15 0.9207422
4 0568_00 5 15 0.9362477
0 0568_00 1 16 0.86772853
1 0568_00 2 16 0.99421597
2 0568_00 3 16 0.85933334
3 0568_00 4 16 0.9213532
4 0568_00 5 16 0.93791145
0 0568_00 1 17 0.86581135
1 0568_00 2 17 0.99421597
2 0568_00 3 17 0.86105543
3 0568_00 4 17 0.92423433
4 0568_00 5 17 0.936981
0 0568_00 1 18 0.85168767
1 0568_00 2 18 0.99421597
2 0568_00 3 18 0.8669755
3 0568_00 4 18 0.92473197
4 0568_00 5 18 0.93649894
0 0568_00 1 19 0.86478096
1 0568_00 2 19 0.99421597
2 0568_00 3 19 0.85141355
3 0568_00 4 19 0.9252639
4 0568_00 5 19 0.9386808
0 0568_00 1 20 0.8668954
1 0568_00 2 20 0.99421597
2 0568_00 3 20 0.8504611
3 0568_00 4 20 0.9266857
4 0568_00 5 20 0.9404816
5 0568_00 7 0 0.0
6 0568_00 8 0 0.0
7 0568_00 10 0 0.0
8 0568_00 13 0 0.0
9 0568_00 14 0 0.0
5 0568_00 7 1 0.58337456
6 0568_00 8 1 0.8218156
7 0568_00 10 1 0.5800644
8 0568_00 13 1 0.95125467
9 0568_00 14 1 0.7947142
